Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature,strength
3.8,1.2,0.6,0.3,0.2,0.1,0.2,510,387.35
3.8,1.2,0.6,0.3,0.2,0.1,0.3,510,387.1
3.8,1.2,0.6,0.3,0.2,0.2,0.1,510,387.93
3.8,1.2,0.6,0.3,0.2,0.2,0.2,510,387.85
3.8,1.2,0.6,0.3,0.2,0.2,0.3,510,387.6
3.8,1.2,0.6,0.3,0.2,0.3,0.1,510,388.55
3.8,1.2,0.6,0.3,0.2,0.3,0.2,510,388.34
3.8,1.2,0.6,0.3,0.2,0.3,0.3,510,388.04
3.8,1.2,0.6,0.3,0.4,0.1,0.1,510,391.83
3.8,1.2,0.6,0.3,0.4,0.1,0.2,510,391.57
3.8,1.2,0.6,0.3,0.4,0.1,0.3,510,391.32
3.8,1.2,0.6,0.3,0.4,0.2,0.1,510,392.25
3.8,1.2,0.6,0.3,0.4,0.2,0.2,510,392.0
3.8,1.2,0.6,0.3,0.4,0.2,0.3,510,391.72
3.8,1.2,0.6,0.3,0.4,0.3,0.1,510,392.68
3.8,1.2,0.6,0.3,0.4,0.3,0.2,510,392.4
3.8,1.2,0.6,0.3,0.4,0.3,0.3,510,392.16
3.8,1.2,0.6,0.3,0.6,0.1,0.1,510,387.47
3.8,1.2,0.6,0.3,0.6,0.1,0.2,510,387.19
3.8,1.2,0.6,0.3,0.6,0.1,0.3,510,386.93
3.8,1.2,0.6,0.3,0.6,0.2,0.1,510,387.88
3.8,1.2,0.6,0.3,0.6,0.2,0.2,510,387.62
3.8,1.2,0.6,0.3,0.6,0.2,0.3,510,387.36
3.8,1.2,0.6,0.3,0.6,0.3,0.1,510,388.31
3.8,1.2,0.6,0.3,0.6,0.3,0.2,510,388.04
3.8,1.2,0.6,0.3,0.6,0.3,0.3,510,387.77
3.8,1.2,0.8,0.1,0.2,0.1,0.1,510,385.65
3.8,1.2,0.8,0.1,0.2,0.1,0.2,510,385.51
3.8,1.2,0.8,0.1,0.2,0.1,0.3,510,385.27
3.8,1.2,0.8,0.1,0.2,0.2,0.1,510,386.11
3.8,1.2,0.8,0.1,0.2,0.2,0.2,510,385.97
3.8,1.2,0.8,0.1,0.2,0.2,0.3,510,385.74
3.8,1.2,0.8,0.1,0.2,0.3,0.1,510,386.62
3.8,1.2,0.8,0.1,0.2,0.3,0.2,510,386.43
3.8,1.2,0.8,0.1,0.2,0.3,0.3,510,386.14
3.8,1.2,0.8,0.1,0.4,0.1,0.1,510,393.35
3.8,1.2,0.8,0.1,0.4,0.1,0.2,510,393.09
3.8,1.2,0.8,0.1,0.4,0.1,0.3,510,392.84
3.8,1.2,0.8,0.1,0.4,0.2,0.1,510,393.77
3.8,1.2,0.8,0.1,0.4,0.2,0.2,510,393.52
3.8,1.2,0.8,0.1,0.4,0.2,0.3,510,393.23
3.8,1.2,0.8,0.1,0.4,0.3,0.1,510,394.2
3.8,1.2,0.8,0.1,0.4,0.3,0.2,510,393.92
3.8,1.2,0.8,0.1,0.4,0.3,0.3,510,393.67
3.8,1.2,0.8,0.1,0.6,0.1,0.1,510,388.56
3.8,1.2,0.8,0.1,0.6,0.1,0.2,510,388.28
3.8,1.2,0.8,0.1,0.6,0.1,0.3,510,388.02
3.8,1.2,0.8,0.1,0.6,0.2,0.1,510,388.97
3.8,1.2,0.8,0.1,0.6,0.2,0.2,510,388.71
3.8,1.2,0.8,0.1,0.6,0.2,0.3,510,388.44
3.8,1.2,0.8,0.1,0.6,0.3,0.1,510,389.4
3.8,1.2,0.8,0.1,0.6,0.3,0.2,510,389.13
3.8,1.2,0.8,0.1,0.6,0.3,0.3,510,388.85
3.8,1.2,0.8,0.2,0.2,0.1,0.1,510,385.6
3.8,1.2,0.8,0.2,0.2,0.1,0.2,510,385.4
3.8,1.2,0.8,0.2,0.2,0.1,0.3,510,385.22
3.8,1.2,0.8,0.2,0.2,0.2,0.1,510,386.1
3.8,1.2,0.8,0.2,0.2,0.2,0.2,510,385.87
3.8,1.2,0.8,0.2,0.2,0.2,0.3,510,385.63
3.8,1.2,0.8,0.2,0.2,0.3,0.1,510,386.56
3.8,1.2,0.8,0.2,0.2,0.3,0.2,510,386.27
3.8,1.2,0.8,0.2,0.2,0.3,0.3,510,386.09
3.8,1.2,0.8,0.2,0.4,0.1,0.1,510,392.26
3.8,1.2,0.8,0.2,0.4,0.1,0.2,510,392.08
3.8,1.2,0.8,0.2,0.4,0.1,0.3,510,391.84
3.8,1.2,0.8,0.2,0.4,0.2,0.1,510,392.7
3.8,1.2,0.8,0.2,0.4,0.2,0.2,510,392.51
3.8,1.2,0.8,0.2,0.4,0.2,0.3,510,392.27
3.8,1.2,0.8,0.2,0.4,0.3,0.1,510,393.14
3.8,1.2,0.8,0.2,0.4,0.3,0.2,510,392.94
3.8,1.2,0.8,0.2,0.4,0.3,0.3,510,392.71
3.8,1.2,0.8,0.2,0.6,0.1,0.1,510,387.92
3.8,1.2,0.8,0.2,0.6,0.1,0.2,510,387.66
3.8,1.2,0.8,0.2,0.6,0.1,0.3,510,387.4
3.8,1.2,0.8,0.2,0.6,0.2,0.1,510,388.36
3.8,1.2,0.8,0.2,0.6,0.2,0.2,510,388.09
3.8,1.2,0.8,0.2,0.6,0.2,0.3,510,387.81
3.8,1.2,0.8,0.2,0.6,0.3,0.1,510,388.79
3.8,1.2,0.8,0.2,0.6,0.3,0.2,510,388.5
3.8,1.2,0.8,0.2,0.6,0.3,0.3,510,388.24
3.8,1.2,0.8,0.3,0.2,0.1,0.1,510,382.57
3.8,1.2,0.8,0.3,0.2,0.1,0.2,510,382.32
3.8,1.2,0.8,0.3,0.2,0.1,0.3,510,382.07
3.8,1.2,0.8,0.3,0.2,0.2,0.1,510,383.07
3.8,1.2,0.8,0.3,0.2,0.2,0.2,510,382.77
3.8,1.2,0.8,0.3,0.2,0.2,0.3,510,382.57
3.8,1.2,0.8,0.3,0.2,0.3,0.1,510,383.52
3.8,1.2,0.8,0.3,0.2,0.3,0.2,510,383.28
3.8,1.2,0.8,0.3,0.2,0.3,0.3,510,383.07
3.8,1.2,0.8,0.3,0.4,0.1,0.1,510,390.98
3.8,1.2,0.8,0.3,0.4,0.1,0.2,510,390.74
3.8,1.2,0.8,0.3,0.4,0.1,0.3,510,390.55
3.8,1.2,0.8,0.3,0.4,0.2,0.1,510,391.42
3.8,1.2,0.8,0.3,0.4,0.2,0.2,510,391.23
3.8,1.2,0.8,0.3,0.4,0.2,0.3,510,390.99
3.8,1.2,0.8,0.3,0.4,0.3,0.1,510,391.84
3.8,1.2,0.8,0.3,0.4,0.3,0.2,510,391.67
3.8,1.2,0.8,0.3,0.4,0.3,0.3,510,391.44
3.8,1.2,0.8,0.3,0.6,0.1,0.1,510,387.19
3.8,1.2,0.8,0.3,0.6,0.1,0.2,510,386.99
3.8,1.2,0.8,0.3,0.6,0.1,0.3,510,386.7
3.8,1.2,0.8,0.3,0.6,0.2,0.1,510,387.63
3.8,1.2,0.8,0.3,0.6,0.2,0.2,510,387.4
3.8,1.2,0.8,0.3,0.6,0.2,0.3,510,387.14
3.8,1.2,0.8,0.3,0.6,0.3,0.1,510,388.03
3.8,1.2,0.8,0.3,0.6,0.3,0.2,510,387.83
3.8,1.2,0.8,0.3,0.6,0.3,0.3,510,387.57
3.8,1.4,0.4,0.1,0.2,0.1,0.1,510,400.44
3.8,1.4,0.4,0.1,0.2,0.1,0.2,510,400.21
3.8,1.4,0.4,0.1,0.2,0.1,0.3,510,399.98
3.8,1.4,0.4,0.1,0.2,0.2,0.1,510,400.87
3.8,1.4,0.4,0.1,0.2,0.2,0.2,510,400.64
3.8,1.4,0.4,0.1,0.2,0.2,0.3,510,400.41
3.8,1.4,0.4,0.1,0.2,0.3,0.1,510,401.31
3.8,1.4,0.4,0.1,0.2,0.3,0.2,510,401.07
3.8,1.4,0.4,0.1,0.2,0.3,0.3,510,400.84
3.8,1.4,0.4,0.1,0.4,0.1,0.1,510,395.48
3.8,1.4,0.4,0.1,0.4,0.1,0.2,510,395.23
3.8,1.4,0.4,0.1,0.4,0.1,0.3,510,394.98
3.8,1.4,0.4,0.1,0.4,0.2,0.1,510,395.91
3.8,1.4,0.4,0.1,0.4,0.2,0.2,510,395.66
3.8,1.4,0.4,0.1,0.4,0.2,0.3,510,395.38
3.8,1.4,0.4,0.1,0.4,0.3,0.1,510,396.34
3.8,1.4,0.4,0.1,0.4,0.3,0.2,510,396.06
3.8,1.4,0.4,0.1,0.4,0.3,0.3,510,395.81
3.8,1.4,0.4,0.1,0.6,0.1,0.1,510,391.05
3.8,1.4,0.4,0.1,0.6,0.1,0.2,510,390.79
3.8,1.4,0.4,0.1,0.6,0.1,0.3,510,390.51
3.8,1.4,0.4,0.1,0.6,0.2,0.1,510,391.48
3.8,1.4,0.4,0.1,0.6,0.2,0.2,510,391.19
3.8,1.4,0.4,0.1,0.6,0.2,0.3,510,390.93
3.8,1.4,0.4,0.1,0.6,0.3,0.1,510,391.88
3.8,1.4,0.4,0.1,0.6,0.3,0.2,510,391.62
3.8,1.4,0.4,0.1,0.6,0.3,0.3,510,391.35
3.8,1.4,0.4,0.2,0.2,0.1,0.1,510,397.92
3.8,1.4,0.4,0.2,0.2,0.1,0.2,510,397.75
3.8,1.4,0.4,0.2,0.2,0.1,0.3,510,397.52
3.8,1.4,0.4,0.2,0.2,0.2,0.1,510,398.36
3.8,1.4,0.4,0.2,0.2,0.2,0.2,510,398.18
3.8,1.4,0.4,0.2,0.2,0.2,0.3,510,397.95
3.8,1.4,0.4,0.2,0.2,0.3,0.1,510,398.79
3.8,1.4,0.4,0.2,0.2,0.3,0.2,510,398.61
3.8,1.4,0.4,0.2,0.2,0.3,0.3,510,398.37
3.8,1.4,0.4,0.2,0.4,0.1,0.1,510,394.17
3.8,1.4,0.4,0.2,0.4,0.1,0.2,510,393.93
3.8,1.4,0.4,0.2,0.4,0.1,0.3,510,393.65
3.8,1.4,0.4,0.2,0.4,0.2,0.1,510,394.61
3.8,1.4,0.4,0.2,0.4,0.2,0.2,510,394.33
3.8,1.4,0.4,0.2,0.4,0.2,0.3,510,394.07
3.8,1.4,0.4,0.2,0.4,0.3,0.1,510,395.01
3.8,1.4,0.4,0.2,0.4,0.3,0.2,510,394.75
3.8,1.4,0.4,0.2,0.4,0.3,0.3,510,394.5
3.8,1.4,0.4,0.2,0.6,0.1,0.1,510,389.71
3.8,1.4,0.4,0.2,0.6,0.1,0.2,510,389.43
3.8,1.4,0.4,0.2,0.6,0.1,0.3,510,389.17
3.8,1.4,0.4,0.2,0.6,0.2,0.1,510,390.12
3.8,1.4,0.4,0.2,0.6,0.2,0.2,510,389.86
3.8,1.4,0.4,0.2,0.6,0.2,0.3,510,389.6
3.8,1.4,0.4,0.2,0.6,0.3,0.1,510,390.54
3.8,1.4,0.4,0.2,0.6,0.3,0.2,510,390.28
3.8,1.4,0.4,0.2,0.6,0.3,0.3,510,390.0
3.8,1.4,0.4,0.3,0.2,0.1,0.1,510,392.57
3.8,1.4,0.4,0.3,0.2,0.1,0.2,510,392.4
3.8,1.4,0.4,0.3,0.2,0.1,0.3,510,392.17
3.8,1.4,0.4,0.3,0.2,0.2,0.1,510,393.02
3.8,1.4,0.4,0.3,0.2,0.2,0.2,510,392.86
3.8,1.4,0.4,0.3,0.2,0.2,0.3,510,392.66
3.8,1.4,0.4,0.3,0.2,0.3,0.1,510,393.48
3.8,1.4,0.4,0.3,0.2,0.3,0.2,510,393.35
3.8,1.4,0.4,0.3,0.2,0.3,0.3,510,393.12
3.8,1.4,0.4,0.3,0.4,0.1,0.1,510,393.08
3.8,1.4,0.4,0.3,0.4,0.1,0.2,510,392.86
3.8,1.4,0.4,0.3,0.4,0.1,0.3,510,392.61
3.8,1.4,0.4,0.3,0.4,0.2,0.1,510,393.49
3.8,1.4,0.4,0.3,0.4,0.2,0.2,510,393.29
3.8,1.4,0.4,0.3,0.4,0.2,0.3,510,393.04
3.8,1.4,0.4,0.3,0.4,0.3,0.1,510,393.92
3.8,1.4,0.4,0.3,0.4,0.3,0.2,510,393.72
3.8,1.4,0.4,0.3,0.4,0.3,0.3,510,393.46
3.8,1.4,0.4,0.3,0.6,0.1,0.1,510,388.56
3.8,1.4,0.4,0.3,0.6,0.1,0.2,510,388.28
3.8,1.4,0.4,0.3,0.6,0.1,0.3,510,388.02
3.8,1.4,0.4,0.3,0.6,0.2,0.1,510,388.97
3.8,1.4,0.4,0.3,0.6,0.2,0.2,510,388.71
3.8,1.4,0.4,0.3,0.6,0.2,0.3,510,388.43
3.8,1.4,0.4,0.3,0.6,0.3,0.1,510,389.39
3.8,1.4,0.4,0.3,0.6,0.3,0.2,510,389.11
3.8,1.4,0.4,0.3,0.6,0.3,0.3,510,388.85
3.8,1.4,0.6,0.1,0.2,0.1,0.1,510,395.19
3.8,1.4,0.6,0.1,0.2,0.1,0.2,510,394.92
3.8,1.4,0.6,0.1,0.2,0.1,0.3,510,394.73
3.8,1.4,0.6,0.1,0.2,0.2,0.1,510,395.66
3.8,1.4,0.6,0.1,0.2,0.2,0.2,510,395.38
3.8,1.4,0.6,0.1,0.2,0.2,0.3,510,395.23
3.8,1.4,0.6,0.1,0.2,0.3,0.1,510,396.07
3.8,1.4,0.6,0.1,0.2,0.3,0.2,510,395.84
3.8,1.4,0.6,0.1,0.2,0.3,0.3,510,395.7
3.8,1.4,0.6,0.1,0.4,0.1,0.1,510,395.7
3.8,1.4,0.6,0.1,0.4,0.1,0.2,510,395.47
3.8,1.4,0.6,0.1,0.4,0.1,0.3,510,395.22
3.8,1.4,0.6,0.1,0.4,0.2,0.1,510,396.1
3.8,1.4,0.6,0.1,0.4,0.2,0.2,510,395.91
3.8,1.4,0.6,0.1,0.4,0.2,0.3,510,395.65
3.8,1.4,0.6,0.1,0.4,0.3,0.1,510,396.53
3.8,1.4,0.6,0.1,0.4,0.3,0.2,510,396.34
3.8,1.4,0.6,0.1,0.4,0.3,0.3,510,396.08
3.8,1.4,0.6,0.1,0.6,0.1,0.1,510,390.66
3.8,1.4,0.6,0.1,0.6,0.1,0.2,510,390.37
3.8,1.4,0.6,0.1,0.6,0.1,0.3,510,390.11
3.8,1.4,0.6,0.1,0.6,0.2,0.1,510,391.06
3.8,1.4,0.6,0.1,0.6,0.2,0.2,510,390.8
3.8,1.4,0.6,0.1,0.6,0.2,0.3,510,390.52
3.8,1.4,0.6,0.1,0.6,0.3,0.1,510,391.49
3.8,1.4,0.6,0.1,0.6,0.3,0.2,510,391.2
3.8,1.4,0.6,0.1,0.6,0.3,0.3,510,390.94
3.8,1.4,0.6,0.2,0.2,0.1,0.1,510,395.14
3.8,1.4,0.6,0.2,0.2,0.1,0.2,510,394.85
3.8,1.4,0.6,0.2,0.2,0.1,0.3,510,394.72
3.8,1.4,0.6,0.2,0.2,0.2,0.1,510,395.55
3.8,1.4,0.6,0.2,0.2,0.2,0.2,510,395.31
3.8,1.4,0.6,0.2,0.2,0.2,0.3,510,395.18
3.8,1.4,0.6,0.2,0.2,0.3,0.1,510,396.01
3.8,1.4,0.6,0.2,0.2,0.3,0.2,510,395.81
3.8,1.4,0.6,0.2,0.2,0.3,0.3,510,395.64
3.8,1.4,0.6,0.2,0.4,0.1,0.1,510,394.92
3.8,1.4,0.6,0.2,0.4,0.1,0.2,510,394.71
3.8,1.4,0.6,0.2,0.4,0.1,0.3,510,394.46
3.8,1.4,0.6,0.2,0.4,0.2,0.1,510,395.33
3.8,1.4,0.6,0.2,0.4,0.2,0.2,510,395.15
3.8,1.4,0.6,0.2,0.4,0.2,0.3,510,394.89
3.8,1.4,0.6,0.2,0.4,0.3,0.1,510,395.76
3.8,1.4,0.6,0.2,0.4,0.3,0.2,510,395.58
3.8,1.4,0.6,0.2,0.4,0.3,0.3,510,395.29
3.8,1.4,0.6,0.2,0.6,0.1,0.1,510,389.76
3.8,1.4,0.6,0.2,0.6,0.1,0.2,510,389.56
3.8,1.4,0.6,0.2,0.6,0.1,0.3,510,389.27
3.8,1.4,0.6,0.2,0.6,0.2,0.1,510,390.19
3.8,1.4,0.6,0.2,0.6,0.2,0.2,510,389.96
3.8,1.4,0.6,0.2,0.6,0.2,0.3,510,389.7
3.8,1.4,0.6,0.2,0.6,0.3,0.1,510,390.61
3.8,1.4,0.6,0.2,0.6,0.3,0.2,510,390.39
3.8,1.4,0.6,0.2,0.6,0.3,0.3,510,390.13
3.8,1.4,0.6,0.3,0.2,0.1,0.1,510,392.68
3.8,1.4,0.6,0.3,0.2,0.1,0.2,510,392.44
3.8,1.4,0.6,0.3,0.2,0.1,0.3,510,392.25
3.8,1.4,0.6,0.3,0.2,0.2,0.1,510,393.17
3.8,1.4,0.6,0.3,0.2,0.2,0.2,510,392.98
3.8,1.4,0.6,0.3,0.2,0.2,0.3,510,392.74
3.8,1.4,0.6,0.3,0.2,0.3,0.1,510,393.71
3.8,1.4,0.6,0.3,0.2,0.3,0.2,510,393.46
3.8,1.4,0.6,0.3,0.2,0.3,0.3,510,393.22
3.8,1.4,0.6,0.3,0.4,0.1,0.1,510,394.04
3.8,1.4,0.6,0.3,0.4,0.1,0.2,510,393.79
3.8,1.4,0.6,0.3,0.4,0.1,0.3,510,393.6
3.8,1.4,0.6,0.3,0.4,0.2,0.1,510,394.48
3.8,1.4,0.6,0.3,0.4,0.2,0.2,510,394.23
3.8,1.4,0.6,0.3,0.4,0.2,0.3,510,394.04
3.8,1.4,0.6,0.3,0.4,0.3,0.1,510,394.91
3.8,1.4,0.6,0.3,0.4,0.3,0.2,510,394.66
3.8,1.4,0.6,0.3,0.4,0.3,0.3,510,394.44
3.8,1.4,0.6,0.3,0.6,0.1,0.1,510,388.84
3.8,1.4,0.6,0.3,0.6,0.1,0.2,510,388.62
3.8,1.4,0.6,0.3,0.6,0.1,0.3,510,388.37
3.8,1.4,0.6,0.3,0.6,0.2,0.1,510,389.27
3.8,1.4,0.6,0.3,0.6,0.2,0.2,510,389.06
3.8,1.4,0.6,0.3,0.6,0.2,0.3,510,388.8
3.8,1.4,0.6,0.3,0.6,0.3,0.1,510,389.68
3.8,1.4,0.6,0.3,0.6,0.3,0.2,510,389.48
3.8,1.4,0.6,0.3,0.6,0.3,0.3,510,389.21
3.8,1.4,0.8,0.1,0.2,0.1,0.1,510,390.47
3.8,1.4,0.8,0.1,0.2,0.1,0.2,510,390.23
3.8,1.4,0.8,0.1,0.2,0.1,0.3,510,390.01
3.8,1.4,0.8,0.1,0.2,0.2,0.1,510,390.94
