Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature,strength
3.8,1.2,0.4,0.1,0.2,0.2,0.2,460,370.31
3.8,1.2,0.4,0.1,0.2,0.2,0.2,470,382.88
3.8,1.2,0.4,0.1,0.2,0.2,0.2,475,389.31
3.8,1.2,0.4,0.1,0.2,0.2,0.2,480,391.49
3.8,1.2,0.4,0.1,0.2,0.2,0.2,485,393.27
3.8,1.2,0.4,0.1,0.2,0.2,0.2,490,394.36
3.8,1.2,0.4,0.1,0.2,0.2,0.2,495,394.9
3.8,1.2,0.4,0.1,0.2,0.2,0.2,500,395.48
3.8,1.2,0.4,0.1,0.2,0.2,0.2,505,396.09
3.8,1.2,0.4,0.1,0.2,0.2,0.2,510,396.68
3.8,1.2,0.4,0.1,0.2,0.2,0.3,400,306.89
3.8,1.2,0.4,0.1,0.2,0.2,0.3,410,315.49
3.8,1.2,0.4,0.1,0.2,0.2,0.3,420,324.27
3.8,1.2,0.4,0.1,0.2,0.2,0.3,430,333.93
3.8,1.2,0.4,0.1,0.2,0.2,0.3,440,345.03
3.8,1.2,0.4,0.1,0.2,0.2,0.3,450,356.96
3.8,1.2,0.4,0.1,0.2,0.2,0.3,460,369.86
3.8,1.2,0.4,0.1,0.2,0.2,0.3,470,382.49
3.8,1.2,0.4,0.1,0.2,0.2,0.3,475,388.9
3.8,1.2,0.4,0.1,0.2,0.2,0.3,480,391.22
3.8,1.2,0.4,0.1,0.2,0.2,0.3,485,392.99
3.8,1.2,0.4,0.1,0.2,0.2,0.3,490,394.13
3.8,1.2,0.4,0.1,0.2,0.2,0.3,495,394.67
3.8,1.2,0.4,0.1,0.2,0.2,0.3,500,395.24
3.8,1.2,0.4,0.1,0.2,0.2,0.3,505,395.85
3.8,1.2,0.4,0.1,0.2,0.2,0.3,510,396.45
3.8,1.2,0.4,0.1,0.2,0.3,0.1,400,308.14
3.8,1.2,0.4,0.1,0.2,0.3,0.1,410,316.76
3.8,1.2,0.4,0.1,0.2,0.3,0.1,420,325.56
3.8,1.2,0.4,0.1,0.2,0.3,0.1,430,335.36
3.8,1.2,0.4,0.1,0.2,0.3,0.1,440,346.52
3.8,1.2,0.4,0.1,0.2,0.3,0.1,450,358.51
3.8,1.2,0.4,0.1,0.2,0.3,0.1,460,371.49
3.8,1.2,0.4,0.1,0.2,0.3,0.1,470,384.04
3.8,1.2,0.4,0.1,0.2,0.3,0.1,475,390.49
3.8,1.2,0.4,0.1,0.2,0.3,0.1,480,392.22
3.8,1.2,0.4,0.1,0.2,0.3,0.1,485,394.01
3.8,1.2,0.4,0.1,0.2,0.3,0.1,490,395.05
3.8,1.2,0.4,0.1,0.2,0.3,0.1,495,395.59
3.8,1.2,0.4,0.1,0.2,0.3,0.1,500,396.17
3.8,1.2,0.4,0.1,0.2,0.3,0.1,505,396.78
3.8,1.2,0.4,0.1,0.2,0.3,0.1,510,397.34
3.8,1.2,0.4,0.1,0.2,0.3,0.2,400,307.77
3.8,1.2,0.4,0.1,0.2,0.3,0.2,410,316.38
3.8,1.2,0.4,0.1,0.2,0.3,0.2,420,325.17
3.8,1.2,0.4,0.1,0.2,0.3,0.2,430,334.95
3.8,1.2,0.4,0.1,0.2,0.3,0.2,440,346.1
3.8,1.2,0.4,0.1,0.2,0.3,0.2,450,358.07
3.8,1.2,0.4,0.1,0.2,0.3,0.2,460,371.04
3.8,1.2,0.4,0.1,0.2,0.3,0.2,470,383.64
3.8,1.2,0.4,0.1,0.2,0.3,0.2,475,390.09
3.8,1.2,0.4,0.1,0.2,0.3,0.2,480,391.95
3.8,1.2,0.4,0.1,0.2,0.3,0.2,485,393.73
3.8,1.2,0.4,0.1,0.2,0.3,0.2,490,394.81
3.8,1.2,0.4,0.1,0.2,0.3,0.2,495,395.36
3.8,1.2,0.4,0.1,0.2,0.3,0.2,500,395.93
3.8,1.2,0.4,0.1,0.2,0.3,0.2,505,396.55
3.8,1.2,0.4,0.1,0.2,0.3,0.2,510,397.11
3.8,1.2,0.4,0.1,0.2,0.3,0.3,400,307.4
3.8,1.2,0.4,0.1,0.2,0.3,0.3,410,316.0
3.8,1.2,0.4,0.1,0.2,0.3,0.3,420,324.77
3.8,1.2,0.4,0.1,0.2,0.3,0.3,430,334.55
3.8,1.2,0.4,0.1,0.2,0.3,0.3,440,345.68
3.8,1.2,0.4,0.1,0.2,0.3,0.3,450,357.64
3.8,1.2,0.4,0.1,0.2,0.3,0.3,460,370.58
3.8,1.2,0.4,0.1,0.2,0.3,0.3,470,383.24
3.8,1.2,0.4,0.1,0.2,0.3,0.3,475,389.68
3.8,1.2,0.4,0.1,0.2,0.3,0.3,480,391.68
3.8,1.2,0.4,0.1,0.2,0.3,0.3,485,393.46
3.8,1.2,0.4,0.1,0.2,0.3,0.3,490,394.58
3.8,1.2,0.4,0.1,0.2,0.3,0.3,495,395.12
3.8,1.2,0.4,0.1,0.2,0.3,0.3,500,395.7
3.8,1.2,0.4,0.1,0.2,0.3,0.3,505,396.31
3.8,1.2,0.4,0.1,0.2,0.3,0.3,510,396.88
3.8,1.2,0.4,0.1,0.4,0.1,0.1,400,306.49
3.8,1.2,0.4,0.1,0.4,0.1,0.1,410,313.58
3.8,1.2,0.4,0.1,0.4,0.1,0.1,420,320.58
3.8,1.2,0.4,0.1,0.4,0.1,0.1,430,329.39
3.8,1.2,0.4,0.1,0.4,0.1,0.1,440,338.95
3.8,1.2,0.4,0.1,0.4,0.1,0.1,450,349.4
3.8,1.2,0.4,0.1,0.4,0.1,0.1,460,360.87
3.8,1.2,0.4,0.1,0.4,0.1,0.1,470,372.37
3.8,1.2,0.4,0.1,0.4,0.1,0.1,475,378.56
3.8,1.2,0.4,0.1,0.4,0.1,0.1,480,385.08
3.8,1.2,0.4,0.1,0.4,0.1,0.1,485,387.9
3.8,1.2,0.4,0.1,0.4,0.1,0.1,490,388.93
3.8,1.2,0.4,0.1,0.4,0.1,0.1,495,390.02
3.8,1.2,0.4,0.1,0.4,0.1,0.1,500,391.17
3.8,1.2,0.4,0.1,0.4,0.1,0.1,505,392.37
3.8,1.2,0.4,0.1,0.4,0.1,0.1,510,393.63
3.8,1.2,0.4,0.1,0.4,0.1,0.2,400,306.1
3.8,1.2,0.4,0.1,0.4,0.1,0.2,410,313.3
3.8,1.2,0.4,0.1,0.4,0.1,0.2,420,320.23
3.8,1.2,0.4,0.1,0.4,0.1,0.2,430,329.02
3.8,1.2,0.4,0.1,0.4,0.1,0.2,440,338.57
3.8,1.2,0.4,0.1,0.4,0.1,0.2,450,349.0
3.8,1.2,0.4,0.1,0.4,0.1,0.2,460,360.47
3.8,1.2,0.4,0.1,0.4,0.1,0.2,470,371.99
3.8,1.2,0.4,0.1,0.4,0.1,0.2,475,378.17
3.8,1.2,0.4,0.1,0.4,0.1,0.2,480,384.67
3.8,1.2,0.4,0.1,0.4,0.1,0.2,485,387.66
3.8,1.2,0.4,0.1,0.4,0.1,0.2,490,388.69
3.8,1.2,0.4,0.1,0.4,0.1,0.2,495,389.77
3.8,1.2,0.4,0.1,0.4,0.1,0.2,500,390.91
3.8,1.2,0.4,0.1,0.4,0.1,0.2,505,392.12
3.8,1.2,0.4,0.1,0.4,0.1,0.2,510,393.37
3.8,1.2,0.4,0.1,0.4,0.1,0.3,400,305.73
3.8,1.2,0.4,0.1,0.4,0.1,0.3,410,312.93
3.8,1.2,0.4,0.1,0.4,0.1,0.3,420,319.84
3.8,1.2,0.4,0.1,0.4,0.1,0.3,430,328.62
3.8,1.2,0.4,0.1,0.4,0.1,0.3,440,338.16
3.8,1.2,0.4,0.1,0.4,0.1,0.3,450,348.57
3.8,1.2,0.4,0.1,0.4,0.1,0.3,460,360.03
3.8,1.2,0.4,0.1,0.4,0.1,0.3,470,371.53
3.8,1.2,0.4,0.1,0.4,0.1,0.3,475,377.7
3.8,1.2,0.4,0.1,0.4,0.1,0.3,480,384.2
3.8,1.2,0.4,0.1,0.4,0.1,0.3,485,387.39
3.8,1.2,0.4,0.1,0.4,0.1,0.3,490,388.41
3.8,1.2,0.4,0.1,0.4,0.1,0.3,495,389.5
3.8,1.2,0.4,0.1,0.4,0.1,0.3,500,390.64
3.8,1.2,0.4,0.1,0.4,0.1,0.3,505,391.84
3.8,1.2,0.4,0.1,0.4,0.1,0.3,510,393.09
3.8,1.2,0.4,0.1,0.4,0.2,0.1,400,306.98
3.8,1.2,0.4,0.1,0.4,0.2,0.1,410,314.02
3.8,1.2,0.4,0.1,0.4,0.2,0.1,420,321.13
3.8,1.2,0.4,0.1,0.4,0.2,0.1,430,329.96
3.8,1.2,0.4,0.1,0.4,0.2,0.1,440,339.56
3.8,1.2,0.4,0.1,0.4,0.2,0.1,450,350.04
3.8,1.2,0.4,0.1,0.4,0.2,0.1,460,361.56
3.8,1.2,0.4,0.1,0.4,0.2,0.1,470,373.1
3.8,1.2,0.4,0.1,0.4,0.2,0.1,475,379.31
3.8,1.2,0.4,0.1,0.4,0.2,0.1,480,385.85
3.8,1.2,0.4,0.1,0.4,0.2,0.1,485,388.32
3.8,1.2,0.4,0.1,0.4,0.2,0.1,490,389.35
3.8,1.2,0.4,0.1,0.4,0.2,0.1,495,390.44
3.8,1.2,0.4,0.1,0.4,0.2,0.1,500,391.58
3.8,1.2,0.4,0.1,0.4,0.2,0.1,505,392.79
3.8,1.2,0.4,0.1,0.4,0.2,0.1,510,394.05
3.8,1.2,0.4,0.1,0.4,0.2,0.2,400,306.61
3.8,1.2,0.4,0.1,0.4,0.2,0.2,410,313.77
3.8,1.2,0.4,0.1,0.4,0.2,0.2,420,320.8
3.8,1.2,0.4,0.1,0.4,0.2,0.2,430,329.61
3.8,1.2,0.4,0.1,0.4,0.2,0.2,440,339.19
3.8,1.2,0.4,0.1,0.4,0.2,0.2,450,349.65
3.8,1.2,0.4,0.1,0.4,0.2,0.2,460,361.16
3.8,1.2,0.4,0.1,0.4,0.2,0.2,470,372.7
3.8,1.2,0.4,0.1,0.4,0.2,0.2,475,378.9
3.8,1.2,0.4,0.1,0.4,0.2,0.2,480,385.43
3.8,1.2,0.4,0.1,0.4,0.2,0.2,485,388.08
3.8,1.2,0.4,0.1,0.4,0.2,0.2,490,389.1
3.8,1.2,0.4,0.1,0.4,0.2,0.2,495,390.19
3.8,1.2,0.4,0.1,0.4,0.2,0.2,500,391.33
3.8,1.2,0.4,0.1,0.4,0.2,0.2,505,392.53
3.8,1.2,0.4,0.1,0.4,0.2,0.2,510,393.79
3.8,1.2,0.4,0.1,0.4,0.2,0.3,400,306.24
3.8,1.2,0.4,0.1,0.4,0.2,0.3,410,313.39
3.8,1.2,0.4,0.1,0.4,0.2,0.3,420,320.41
3.8,1.2,0.4,0.1,0.4,0.2,0.3,430,329.22
3.8,1.2,0.4,0.1,0.4,0.2,0.3,440,338.78
3.8,1.2,0.4,0.1,0.4,0.2,0.3,450,349.23
3.8,1.2,0.4,0.1,0.4,0.2,0.3,460,360.72
3.8,1.2,0.4,0.1,0.4,0.2,0.3,470,372.24
3.8,1.2,0.4,0.1,0.4,0.2,0.3,475,378.43
3.8,1.2,0.4,0.1,0.4,0.2,0.3,480,384.96
3.8,1.2,0.4,0.1,0.4,0.2,0.3,485,387.8
3.8,1.2,0.4,0.1,0.4,0.2,0.3,490,388.83
3.8,1.2,0.4,0.1,0.4,0.2,0.3,495,389.91
3.8,1.2,0.4,0.1,0.4,0.2,0.3,500,391.06
3.8,1.2,0.4,0.1,0.4,0.2,0.3,505,392.25
3.8,1.2,0.4,0.1,0.4,0.2,0.3,510,393.51
3.8,1.2,0.4,0.1,0.4,0.3,0.1,400,307.49
3.8,1.2,0.4,0.1,0.4,0.3,0.1,410,314.54
3.8,1.2,0.4,0.1,0.4,0.3,0.1,420,321.72
3.8,1.2,0.4,0.1,0.4,0.3,0.1,430,330.58
3.8,1.2,0.4,0.1,0.4,0.3,0.1,440,340.2
3.8,1.2,0.4,0.1,0.4,0.3,0.1,450,350.71
3.8,1.2,0.4,0.1,0.4,0.3,0.1,460,362.26
3.8,1.2,0.4,0.1,0.4,0.3,0.1,470,373.83
3.8,1.2,0.4,0.1,0.4,0.3,0.1,475,380.06
3.8,1.2,0.4,0.1,0.4,0.3,0.1,480,386.62
3.8,1.2,0.4,0.1,0.4,0.3,0.1,485,388.74
3.8,1.2,0.4,0.1,0.4,0.3,0.1,490,389.77
3.8,1.2,0.4,0.1,0.4,0.3,0.1,495,390.86
3.8,1.2,0.4,0.1,0.4,0.3,0.1,500,392.01
3.8,1.2,0.4,0.1,0.4,0.3,0.1,505,393.21
3.8,1.2,0.4,0.1,0.4,0.3,0.1,510,394.47
3.8,1.2,0.4,0.1,0.4,0.3,0.2,400,307.12
3.8,1.2,0.4,0.1,0.4,0.3,0.2,410,314.17
3.8,1.2,0.4,0.1,0.4,0.3,0.2,420,321.33
3.8,1.2,0.4,0.1,0.4,0.3,0.2,430,330.18
3.8,1.2,0.4,0.1,0.4,0.3,0.2,440,339.78
3.8,1.2,0.4,0.1,0.4,0.3,0.2,450,350.28
3.8,1.2,0.4,0.1,0.4,0.3,0.2,460,361.82
3.8,1.2,0.4,0.1,0.4,0.3,0.2,470,373.37
3.8,1.2,0.4,0.1,0.4,0.3,0.2,475,379.6
3.8,1.2,0.4,0.1,0.4,0.3,0.2,480,386.15
3.8,1.2,0.4,0.1,0.4,0.3,0.2,485,388.47
3.8,1.2,0.4,0.1,0.4,0.3,0.2,490,389.5
3.8,1.2,0.4,0.1,0.4,0.3,0.2,495,390.59
3.8,1.2,0.4,0.1,0.4,0.3,0.2,500,391.73
3.8,1.2,0.4,0.1,0.4,0.3,0.2,505,392.93
3.8,1.2,0.4,0.1,0.4,0.3,0.2,510,394.19
3.8,1.2,0.4,0.1,0.4,0.3,0.3,400,306.75
3.8,1.2,0.4,0.1,0.4,0.3,0.3,410,313.91
3.8,1.2,0.4,0.1,0.4,0.3,0.3,420,321.0
3.8,1.2,0.4,0.1,0.4,0.3,0.3,430,329.83
3.8,1.2,0.4,0.1,0.4,0.3,0.3,440,339.42
3.8,1.2,0.4,0.1,0.4,0.3,0.3,450,349.9
3.8,1.2,0.4,0.1,0.4,0.3,0.3,460,361.42
3.8,1.2,0.4,0.1,0.4,0.3,0.3,470,372.97
3.8,1.2,0.4,0.1,0.4,0.3,0.3,475,379.19
3.8,1.2,0.4,0.1,0.4,0.3,0.3,480,385.73
3.8,1.2,0.4,0.1,0.4,0.3,0.3,485,388.23
3.8,1.2,0.4,0.1,0.4,0.3,0.3,490,389.25
3.8,1.2,0.4,0.1,0.4,0.3,0.3,495,390.34
3.8,1.2,0.4,0.1,0.4,0.3,0.3,500,391.48
3.8,1.2,0.4,0.1,0.4,0.3,0.3,505,392.68
3.8,1.2,0.4,0.1,0.4,0.3,0.3,510,393.93
3.8,1.2,0.4,0.1,0.6,0.1,0.1,400,294.59
3.8,1.2,0.4,0.1,0.6,0.1,0.1,410,302.79
3.8,1.2,0.4,0.1,0.6,0.1,0.1,420,311.14
3.8,1.2,0.4,0.1,0.6,0.1,0.1,430,320.05
3.8,1.2,0.4,0.1,0.6,0.1,0.1,440,329.6
3.8,1.2,0.4,0.1,0.6,0.1,0.1,450,339.88
3.8,1.2,0.4,0.1,0.6,0.1,0.1,460,350.97
3.8,1.2,0.4,0.1,0.6,0.1,0.1,470,363.01
3.8,1.2,0.4,0.1,0.6,0.1,0.1,475,369.44
3.8,1.2,0.4,0.1,0.6,0.1,0.1,480,376.17
3.8,1.2,0.4,0.1,0.6,0.1,0.1,485,383.22
3.8,1.2,0.4,0.1,0.6,0.1,0.1,490,384.8
3.8,1.2,0.4,0.1,0.6,0.1,0.1,495,386.07
3.8,1.2,0.4,0.1,0.6,0.1,0.1,500,387.38
3.8,1.2,0.4,0.1,0.6,0.1,0.1,505,388.75
3.8,1.2,0.4,0.1,0.6,0.1,0.1,510,390.16
3.8,1.2,0.4,0.1,0.6,0.1,0.2,400,294.25
3.8,1.2,0.4,0.1,0.6,0.1,0.2,410,302.49
3.8,1.2,0.4,0.1,0.6,0.1,0.2,420,310.82
3.8,1.2,0.4,0.1,0.6,0.1,0.2,430,319.71
3.8,1.2,0.4,0.1,0.6,0.1,0.2,440,329.25
3.8,1.2,0.4,0.1,0.6,0.1,0.2,450,339.5
3.8,1.2,0.4,0.1,0.6,0.1,0.2,460,350.58
3.8,1.2,0.4,0.1,0.6,0.1,0.2,470,362.6
3.8,1.2,0.4,0.1,0.6,0.1,0.2,475,369.02
3.8,1.2,0.4,0.1,0.6,0.1,0.2,480,375.73
3.8,1.2,0.4,0.1,0.6,0.1,0.2,485,382.78
3.8,1.2,0.4,0.1,0.6,0.1,0.2,490,384.54
3.8,1.2,0.4,0.1,0.6,0.1,0.2,495,385.8
3.8,1.2,0.4,0.1,0.6,0.1,0.2,500,387.11
3.8,1.2,0.4,0.1,0.6,0.1,0.2,505,388.47
3.8,1.2,0.4,0.1,0.6,0.1,0.2,510,389.89
3.8,1.2,0.4,0.1,0.6,0.1,0.3,400,293.88
3.8,1.2,0.4,0.1,0.6,0.1,0.3,410,302.11
3.8,1.2,0.4,0.1,0.6,0.1,0.3,420,310.42
3.8,1.2,0.4,0.1,0.6,0.1,0.3,430,319.31
3.8,1.2,0.4,0.1,0.6,0.1,0.3,440,328.83
3.8,1.2,0.4,0.1,0.6,0.1,0.3,450,339.07
3.8,1.2,0.4,0.1,0.6,0.1,0.3,460,350.13
3.8,1.2,0.4,0.1,0.6,0.1,0.3,470,362.13
3.8,1.2,0.4,0.1,0.6,0.1,0.3,475,368.54
3.8,1.2,0.4,0.1,0.6,0.1,0.3,480,375.25
3.8,1.2,0.4,0.1,0.6,0.1,0.3,485,382.29
3.8,1.2,0.4,0.1,0.6,0.1,0.3,490,384.32
3.8,1.2,0.4,0.1,0.6,0.1,0.3,495,385.58
3.8,1.2,0.4,0.1,0.6,0.1,0.3,500,386.89
3.8,1.2,0.4,0.1,0.6,0.1,0.3,505,388.25
3.8,1.2,0.4,0.1,0.6,0.1,0.3,510,389.66
3.8,1.2,0.4,0.1,0.6,0.2,0.1,400,295.12
3.8,1.2,0.4,0.1,0.6,0.2,0.1,410,303.38
3.8,1.2,0.4,0.1,0.6,0.2,0.1,420,311.73
3.8,1.2,0.4,0.1,0.6,0.2,0.1,430,320.67
3.8,1.2,0.4,0.1,0.6,0.2,0.1,440,330.24
3.8,1.2,0.4,0.1,0.6,0.2,0.1,450,340.54
3.8,1.2,0.4,0.1,0.6,0.2,0.1,460,351.66
3.8,1.2,0.4,0.1,0.6,0.2,0.1,470,363.73
3.8,1.2,0.4,0.1,0.6,0.2,0.1,475,370.18
3.8,1.2,0.4,0.1,0.6,0.2,0.1,480,376.93
3.8,1.2,0.4,0.1,0.6,0.2,0.1,485,384.0
3.8,1.2,0.4,0.1,0.6,0.2,0.1,490,385.21
3.8,1.2,0.4,0.1,0.6,0.2,0.1,495,386.48
3.8,1.2,0.4,0.1,0.6,0.2,0.1,500,387.79
3.8,1.2,0.4,0.1,0.6,0.2,0.1,505,389.16
3.8,1.2,0.4,0.1,0.6,0.2,0.1,510,390.57
3.8,1.2,0.4,0.1,0.6,0.2,0.2,400,294.76
3.8,1.2,0.4,0.1,0.6,0.2,0.2,410,303.0
3.8,1.2,0.4,0.1,0.6,0.2,0.2,420,311.35
3.8,1.2,0.4,0.1,0.6,0.2,0.2,430,320.27
3.8,1.2,0.4,0.1,0.6,0.2,0.2,440,329.83
3.8,1.2,0.4,0.1,0.6,0.2,0.2,450,340.11
3.8,1.2,0.4,0.1,0.6,0.2,0.2,460,351.22
3.8,1.2,0.4,0.1,0.6,0.2,0.2,470,363.28
3.8,1.2,0.4,0.1,0.6,0.2,0.2,475,369.72
3.8,1.2,0.4,0.1,0.6,0.2,0.2,480,376.46
3.8,1.2,0.4,0.1,0.6,0.2,0.2,485,383.53
3.8,1.2,0.4,0.1,0.6,0.2,0.2,490,384.94
3.8,1.2,0.4,0.1,0.6,0.2,0.2,495,386.21
3.8,1.2,0.4,0.1,0.6,0.2,0.2,500,387.52
3.8,1.2,0.4,0.1,0.6,0.2,0.2,505,388.88
3.8,1.2,0.4,0.1,0.6,0.2,0.2,510,390.3
3.8,1.2,0.4,0.1,0.6,0.2,0.3,400,294.42
3.8,1.2,0.4,0.1,0.6,0.2,0.3,410,302.68
3.8,1.2,0.4,0.1,0.6,0.2,0.3,420,311.01
3.8,1.2,0.4,0.1,0.6,0.2,0.3,430,319.91
3.8,1.2,0.4,0.1,0.6,0.2,0.3,440,329.45
3.8,1.2,0.4,0.1,0.6,0.2,0.3,450,339.72
3.8,1.2,0.4,0.1,0.6,0.2,0.3,460,350.81
3.8,1.2,0.4,0.1,0.6,0.2,0.3,470,362.85
3.8,1.2,0.4,0.1,0.6,0.2,0.3,475,369.28
3.8,1.2,0.4,0.1,0.6,0.2,0.3,480,376.01
3.8,1.2,0.4,0.1,0.6,0.2,0.3,485,383.07
3.8,1.2,0.4,0.1,0.6,0.2,0.3,490,384.74
3.8,1.2,0.4,0.1,0.6,0.2,0.3,495,386.0
3.8,1.2,0.4,0.1,0.6,0.2,0.3,500,387.31
3.8,1.2,0.4,0.1,0.6,0.2,0.3,505,388.68
3.8,1.2,0.4,0.1,0.6,0.2,0.3,510,390.09
3.8,1.2,0.4,0.1,0.6,0.3,0.1,400,295.63
3.8,1.2,0.4,0.1,0.6,0.3,0.1,410,303.86
3.8,1.2,0.4,0.1,0.6,0.3,0.1,420,312.24
3.8,1.2,0.4,0.1,0.6,0.3,0.1,430,321.2
3.8,1.2,0.4,0.1,0.6,0.3,0.1,440,330.8
3.8,1.2,0.4,0.1,0.6,0.3,0.1,450,341.13
3.8,1.2,0.4,0.1,0.6,0.3,0.1,460,352.29
3.8,1.2,0.4,0.1,0.6,0.3,0.1,470,364.4
3.8,1.2,0.4,0.1,0.6,0.3,0.1,475,370.87
3.8,1.2,0.4,0.1,0.6,0.3,0.1,480,377.64
3.8,1.2,0.4,0.1,0.6,0.3,0.1,485,384.4
3.8,1.2,0.4,0.1,0.6,0.3,0.1,490,385.61
3.8,1.2,0.4,0.1,0.6,0.3,0.1,495,386.88
3.8,1.2,0.4,0.1,0.6,0.3,0.1,500,388.2
3.8,1.2,0.4,0.1,0.6,0.3,0.1,505,389.56
3.8,1.2,0.4,0.1,0.6,0.3,0.1,510,390.98
3.8,1.2,0.4,0.1,0.6,0.3,0.2,400,295.3
3.8,1.2,0.4,0.1,0.6,0.3,0.2,410,303.54
3.8,1.2,0.4,0.1,0.6,0.3,0.2,420,311.91
3.8,1.2,0.4,0.1,0.6,0.3,0.2,430,320.85
3.8,1.2,0.4,0.1,0.6,0.3,0.2,440,330.43
3.8,1.2,0.4,0.1,0.6,0.3,0.2,450,340.75
3.8,1.2,0.4,0.1,0.6,0.3,0.2,460,351.89
3.8,1.2,0.4,0.1,0.6,0.3,0.2,470,363.98
3.8,1.2,0.4,0.1,0.6,0.3,0.2,475,370.44
